Opportunity__c,Name,AccountId,Ownership__c,Annual_Hours__c
,GXAS,001OF00000JN4nzYAD,0.09,75
0061G00000LSUnVQAX,GASK,001OF00000ImOlgYAF,0.09,75
0063700000FhsaHAAR,FIAS,001OF00000IkAtGYAV,0.09,100
0063700000H2aW8AAJ,FIAS,001OF00000ImHvVYAV,0.03125,50
006OF000003HPJhYAO,FSBR,001OF00000ImHvVYAV,0.03125,25
,GZAS,001OF00000INEPhYAP,0.015,75
,FIAS,001OF00000JN4nzYAD,0.015,25
,FSUP,001OF00000IiTX3YAN,0.015,25
,GASR,001OF00000ImOlgYAF,0.03125,25
006OF00000EFGCUYA5,FSFP,001OF00000IdyEuYAJ,0.03125,50
,GASR,0011G00000vibZ3QAI,0.03125,50
,FASW,001OF00000IkAtGYAV,0.03125,150
,FLAS,001OF00000IsolUYAR,0.03125,100
,FSXL,001OF00000IfWg4YAF,0.03125,100
,GCXL,001OF00000IdyEuYAJ,0.015,50
,FASY,001OF00000ImHvVYAV,0.015,25
,GZAS,001OF00000IfWg4YAF,0.015,125
,FSXL,001OF00000Ip5kvYAB,0.03125,50
,FLAS,001OF00000IdyEuYAJ,0.03125,25
,FTXL,001OF00000Ip5kvYAB,0.03125,75
,GCXL,001OF00000Ioq13YAB,0.09,50
,FCXL,001OF00000IkA5HYAV,0.012,50
,GCXL,001OF00000IfpYsYAJ,0.012,50
,FCXL,001OF00000IfpYsYAJ,0.015,100
,FCXL,001OF00000Ip5kvYAB,0.015,50
,FASW,001OF00000Ioq13YAB,0.03125,50
,FASY,001OF00000INEPhYAP,0.09,75
,FCXL,001OF00000ImOlgYAF,0.09,25
,FASW,001OF00000IfpYsYAJ,0.09,75
,FSXL,001OF00000ImOlgYAF,0.09,175
,GASL,001OF00000IkAtGYAV,0.03125,100
,FASP,001OF00000Ioq13YAB,0.03125,50
,GASW,001OF00000IMTqfYAH,0.015,75
0061G00000JgjlUQAR,GAAS,001OF00000IVUNgYAP,0.015,25
,FTXL,001OF00000INEPhYAP,0.015,100
,FTXL,001OF00000Ioq13YAB,0.015,125
,FASW,001OF00000ImHvVYAV,0.09,150
006Ho00000QgPigIAF,GBAS,001OF00000IfWg4YAF,0.03125,25
,FIAS,001OF00000IkA5HYAV,0.03125,50
,FSXL,001OF00000IiTX3YAN,0.03125,100
0061G00000NuUXgQAN,FSFS,001OF00000IfWg4YAF,0.03125,25
,FASW,0011G00000vibZ3QAI,0.03125,75
,GASR,001OF00000IsolUYAR,0.0312,75
,GCXL,001OF00000IGTLUYA5,0.03125,125
0063700000FOGmtAAH,FASR,001OF00000INEPhYAP,0.03125,25
,GASR,001OF00000ImHvVYAV,0.03125,25
,FCXL,001OF00000IsolUYAR,0.03125,50
,FLAS,001OF00000IfpYsYAJ,0.03125,50
,FIAS,001OF00000IfpYsYAJ,0.09,25
,FSUP,001OF00000JQeDQYA1,0.09,25
,GASR,001OF00000Ioq13YAB,0.09,25
,FASP,001OF00000IsolUYAR,0.09,100
,FASW,001OF00000JN4nzYAD,0.09,50
0061G00000LRoOlQAL,GAAS,001OF00000IGTLUYA5,0.03125,50
,FTXL,001OF00000IfpYsYAJ,0.0312,100
,FASP,001OF00000IMTqfYAH,0.03125,225
,FIAS,001OF00000IMTqfYAH,0.03125,150
,FSNY,001OF00000IhzM4YAJ,0.03125,150
,FTXL,001OF00000IfWg4YAF,0.03125,200
,GXAS,001OF00000IVUNgYAP,0.03125,150
,FSXL,001OF00000IfKIFYA3,0.09,175
,FJAS,001OF00000IhzM4YAJ,0.09,75
,FASY,001OF00000IkA5HYAV,0.09,25
,GCXL,001OF00000IfKIFYA3,0.09,25
,GZAS,001OF00000JN4nzYAD,0.09,50
,FIAS,001OF00000ImOlgYAF,0.03125,25
0063700000F7uodAAB,GASR,001OF00000IkAtGYAV,0.09,25
006OF00000DtJAbYAN,FNAS,001OF00000JQeDQYA1,0.09,50
006OF00000Cdr0kYAB,GFSD,0011G00000vibZ3QAI,0.09,50
006OF00000J9kIPYAZ,FSJR,001OF00000IfWg4YAF,0.09,75
,GCXL,001OF00000INEPhYAP,0.03125,25
,FASP,001OF00000IhzM4YAJ,0.0312,12.5
,GZAS,001OF00000IdyEuYAJ,0.03125,50
,GCXL,001OF00000IVUNgYAP,0.03125,25
,FASR,001OF00000IMTqfYAH,0.03125,25
0063700000H2C74AAF,FASR,001OF00000ImOlgYAF,0.03125,12.5
006OF00000CVi7VYAT,FNAS,001OF00000IsolUYAR,0.03125,25
0063700000EMtaqAAD,FJAS,001OF00000INEPhYAP,0.09,25
0063700000F7AnSAAV,FASF,001OF00000JN4nzYAD,0.03125,12.5
,FASW,001OF00000IkA5HYAV,0.015,50
0063700000EORWOAA5,FASR,001OF00000IfKIFYA3,0.015,50
,FASY,001OF00000IiTX3YAN,0.015,25
,GZAS,001OF00000IGTLUYA5,0.015,25
,FIAS,001OF00000IsolUYAR,0.09,75
,FSUP,001OF00000IsolUYAR,0.03125,125
,GASR,001OF00000JN4nzYAD,0.03125,150
0061G00000HWdhKQAT,GASR,001OF00000Ip5kvYAB,0.03125,25
0061G00000NuUWMQA3,FSFS,001OF00000INEPhYAP,0.03125,50
006Ho00000RfUsVIAV,FSEF,001OF00000Ioq13YAB,0.03125,25
006OF00000IMPGoYAP,FASV,001OF00000IVUNgYAP,0.0312,25
,FIAS,001OF00000IfWg4YAF,0.0312,25
,GASR,001OF00000IVUNgYAP,0.03125,25
006Ho00000Rf3vLIAR,FASQ,001OF00000IGTLUYA5,0.03125,75
,FBXL,001OF00000IMTqfYAH,0.03125,75
,GASL,001OF00000Ioq13YAB,0.03125,100
006Ho00000SGilNIAT,FASQ,001OF00000JN4nzYAD,0.03125,25
006Ho00000SGjPmIAL,FSYX,001OF00000JN4nzYAD,0.09,25
006Ho00000SGjPmIAL,GASE,001OF00000IfpYsYAJ,0.09,25
,FASP,001OF00000JQeDQYA1,0.09,125
,GASR,001OF00000IhzM4YAJ,0.09,25
,FASP,001OF00000ImHvVYAV,0.09,100
,FSXL,001OF00000IhzM4YAJ,0.03125,25
,GASR,001OF00000INEPhYAP,0.09,25
,FIAS,001OF00000IVUNgYAP,0.09,50
,GASR,001OF00000IfpYsYAJ,0.09,50
,FASP,001OF00000IfKIFYA3,0.09,75
0061G00000LTwcGQAT,GASR,001OF00000IsolUYAR,0.015,25
,FASP,001OF00000IGTLUYA5,0.015,50
,FASW,001OF00000ImOlgYAF,0.015,75
,GZAS,001OF00000IhzM4YAJ,0.015,25
0061G00000NcO6qQAF,GNAS,001OF00000Ioq13YAB,0.09,25
,FASW,001OF00000Ip5kvYAB,0.03125,50
,FASY,001OF00000Ioq13YAB,0.03125,75
,FJAS,001OF00000IsolUYAR,0.03125,25
0061G00000JILg7QAH,GAAS,001OF00000IiTX3YAN,0.03125,25
0063700000ENd3YAAT,FJAS,0011G00000vibZ3QAI,0.03125,50
0063700000FkJ3YAAV,GASW,001OF00000IdyEuYAJ,0.0312,25
0061G00000OEbYpQAL,GFSX,001OF00000Ip5kvYAB,0.03125,25
,GFSX,001OF00000IiTX3YAN,0.03125,50
0061G00000Fe30AQAR,GASW,001OF00000Ip5kvYAB,0.03125,25
,FASP,001OF00000IVUNgYAP,0.03125,25
0063700000F7BTIAA3,FASF,001OF00000IkAtGYAV,0.015,25
,FASR,0011G00000vibZ3QAI,0.025,12.5
0063700000H2z6JAAR,FASR,001OF00000IfWg4YAF,0.0312,25
,FASR,001OF00000IkAtGYAV,0.015,25
,FCXL,001OF00000INEPhYAP,0.09,75
,FTXL,001OF00000JQeDQYA1,0.0312,75
0061G00000IZXTQQA5,FASP,001OF00000IfWg4YAF,0.03125,35
,FNAS,001OF00000IkA5HYAV,0.03125,25
,GASW,001OF00000JN4nzYAD,0.03125,25
0063700000FLTFbAAP,FASY,001OF00000JQeDQYA1,0.03125,25
,FASF,001OF00000IfWg4YAF,0.03125,100
,FASR,001OF00000IdyEuYAJ,0.09,50
,GASE,001OF00000ImHvVYAV,0.09,50
,GZAS,0011G00000vibZ3QAI,0.09,225
,GASR,001OF00000IkA5HYAV,0.09,62.5
006Ho00000SdapWIAR,FSDN,001OF00000IkA5HYAV,0.03125,25
0061G00000NuguYQAR,GBAS,001OF00000Ioq13YAB,0.03125,25
,FASP,001OF00000IfpYsYAJ,0.015,75
,GASR,001OF00000Ioq13YAB,0.015,75
,GCXL,001OF00000IhzM4YAJ,0.015,125
0061G00000J69TDQAZ,GASW,001OF00000IhzM4YAJ,0.03125,50
,FASY,001OF00000ImOlgYAF,0.03125,75
,FJAS,001OF00000IMTqfYAH,0.03125,75
,GZAS,001OF00000IVUNgYAP,0.03125,125
,FLAS,001OF00000JQeDQYA1,0.03125,25
,GASR,001OF00000IiTX3YAN,0.03125,25
0063700000E2nTPAAZ,FASF,001OF00000IfKIFYA3,0.015,25
0063700000FiWaKAAV,FSRX,001OF00000IiTX3YAN,0.015,25
0063700000FiWaKAAV,GASK,001OF00000Ip5kvYAB,0.015,25
,FASP,001OF00000IdyEuYAJ,0.03125,10
,FASP,001OF00000INEPhYAP,0.03125,12.5
,FLAS,001OF00000IfKIFYA3,0.03125,12.5
,FASP,0011G00000vibZ3QAI,0.09,12.5
,FASP,001OF00000IkA5HYAV,0.012,75
,GASL,001OF00000IGTLUYA5,0.012,50
,GZAS,001OF00000Ioq13YAB,0.015,75
,FIAS,001OF00000JQeDQYA1,0.015,25
,FSUP,001OF00000IkAtGYAV,0.03125,25
,GASR,001OF00000IkAtGYAV,0.09,25
,GASR,001OF00000IdyEuYAJ,0.09,25
0061G00000HLUGRQA5,GASW,001OF00000IkA5HYAV,0.09,25
,FBXL,001OF00000Ioq13YAB,0.09,50
,GASL,001OF00000IfKIFYA3,0.03125,50
,GCXL,001OF00000IiTX3YAN,0.03125,25
,FASY,001OF00000IfWg4YAF,0.015,37.5
,FSXL,0011G00000vibZ3QAI,0.015,25
,FJAS,001OF00000IfWg4YAF,0.015,25
,FSXL,001OF00000IsolUYAR,0.015,25
0061G00000I68uaQAB,GASE,001OF00000IdyEuYAJ,0.09,25
,FASP,001OF00000IkAtGYAV,0.03125,50
,FASR,001OF00000Ioq13YAB,0.03125,50
,FJAS,001OF00000INEPhYAP,0.03125,75
,FNAS,001OF00000IGTLUYA5,0.03125,25
,GFSD,001OF00000IhzM4YAJ,0.03125,25
0061G00000JJvfqQAD,GAAS,001OF00000IdyEuYAJ,0.0312,25
,FASP,001OF00000IiTX3YAN,0.03125,25
,FASQ,001OF00000JQeDQYA1,0.03125,25
,FASR,001OF00000ImHvVYAV,0.03125,50
,FNAS,001OF00000IfWg4YAF,0.03125,125
,FTXL,001OF00000IMTqfYAH,0.03125,25
,GFSD,001OF00000IfpYsYAJ,0.09,125
0061G00000HWqIqQAL,FIAS,001OF00000IdyEuYAJ,0.09,125
,FLAS,001OF00000IVUNgYAP,0.09,50
,FASY,001OF00000IfKIFYA3,0.09,25
,GASR,001OF00000JN4nzYAD,0.09,75
0061G00000HZUhAQAX,GASW,001OF00000Ioq13YAB,0.03125,25
0061G00000HlkDAQAZ,GASE,001OF00000IMTqfYAH,0.0312,50
0063700000FjG62AAF,FASY,001OF00000IsolUYAR,0.03125,50
0063700000FjG7HAAV,FASF,001OF00000INEPhYAP,0.03125,25
,FASR,001OF00000IhzM4YAJ,0.03125,25
0061G00000Q88MAQAZ,GFSX,001OF00000ImHvVYAV,0.03125,25
0063700000EJxgsAAD,GZAS,001OF00000IfKIFYA3,0.03125,25
,FASW,001OF00000IfWg4YAF,0.09,25
0061G00000I5UnyQAF,GZAS,001OF00000IkA5HYAV,0.09,25
0061G00000IZvfZQAT,FASR,001OF00000Ip5kvYAB,0.09,25
0063700000DB9pXAAT,FJAS,001OF00000JQeDQYA1,0.09,25
,FASR,001OF00000JN4nzYAD,0.09,200
,FIAS,0011G00000vibZ3QAI,0.03125,100
0063700000H2Uo8AAF,GASE,001OF00000IhzM4YAJ,0.09,50
,FASW,001OF00000IVUNgYAP,0.09,100
,FASP,001OF00000JN4nzYAD,0.09,25
,FASW,001OF00000IdyEuYAJ,0.09,25
0061G00000JHl8XQAT,GASW,001OF00000IkAtGYAV,0.03125,50
0061G00000JgeX6QAJ,GAAS,001OF00000INEPhYAP,0.0312,25
0061G00000LUbLuQAL,GASR,001OF00000JQeDQYA1,0.03125,25
0061G00000NuK6FQAV,FASP,001OF00000ImOlgYAF,0.03125,25
006Ho00000RhPDfIAN,FSQX,001OF00000ImHvVYAV,0.03125,50
,GCXL,001OF00000IfWg4YAF,0.03125,25
0063700000F5hs0AAB,GZAS,001OF00000ImHvVYAV,0.03125,25
,FSFP,001OF00000IkA5HYAV,0.09,50
0061G00000QXZZEQA5,FSFP,001OF00000ImHvVYAV,0.015,75
0061G00000QXfYhQAL,GFFS,001OF00000IMTqfYAH,0.025,50
,GZAS,001OF00000IiTX3YAN,0.0312,75
,GASW,001OF00000IfpYsYAJ,0.015,75
0063700000Fl7RWAAZ,FASR,001OF00000IkA5HYAV,0.09,100
0063700000H2ViQAAV,GASW,001OF00000IiTX3YAN,0.0312,100
006Ho00000QevvVIAR,FASP,001OF00000Ip5kvYAB,0.03125,25
006Ho00000QevvVIAR,FASW,001OF00000IhzM4YAJ,0.03125,25
006Ho00000QevvVIAR,GASR,001OF00000IfKIFYA3,0.03125,25
,FIAS,001OF00000Ip5kvYAB,0.03125,50
,GASR,0011G00000vibZ3QAI,0.03125,100
,FASR,001OF00000IsolUYAR,0.09,150
,FASV,001OF00000INEPhYAP,0.09,300
0061G00000J68VDQAZ,GASR,001OF00000IGTLUYA5,0.09,50
,FLAS,001OF00000IiTX3YAN,0.09,12.5
,GASL,001OF00000IhzM4YAJ,0.09,75
0063700000Enji2AAB,FJAS,001OF00000IGTLUYA5,0.03125,25
0061G00000Nv0QZQAZ,GBAS,001OF00000IfpYsYAJ,0.03125,50
,FSXL,001OF00000IkA5HYAV,0.015,16.3
,FASY,001OF00000JN4nzYAD,0.015,25
,FASY,001OF00000IdyEuYAJ,0.015,25
,FASW,001OF00000JQeDQYA1,0.03125,50
0061G00000Gqb6DQAR,GAAS,001OF00000IkAtGYAV,0.03125,50
0063700000H2UoNAAV,GASE,001OF00000INEPhYAP,0.03125,50
006OF00000AwQioYAF,GASE,001OF00000IkAtGYAV,0.03125,25
006OF00000Ju08tYAB,FSYX,001OF00000IGTLUYA5,0.03125,50
,FASY,0011G00000vibZ3QAI,0.03125,50
,FJAS,001OF00000IkA5HYAV,0.015,25
,FSXL,001OF00000IdyEuYAJ,0.015,50
0061G00000QHuPDQA1,GXAS,001OF00000Ip5kvYAB,0.015,25
,FSRX,001OF00000ImOlgYAF,0.03125,50
0061G00000IZpe1QAD,GASK,001OF00000IVUNgYAP,0.03125,50
,FNAS,001OF00000IdyEuYAJ,0.03125,25
,GNAS,001OF00000IfpYsYAJ,0.09,50
0061G00000HZYdOQAX,GASR,001OF00000IfWg4YAF,0.012,25
0061G00000LSuZ0QAL,FNAS,001OF00000IkA5HYAV,0.012,25
006OF000006gcYVYAY,FSDN,0011G00000vibZ3QAI,0.015,25
0061G00000NvAgfQAF,FSFS,001OF00000ImOlgYAF,0.015,25
0061G00000NvAgpQAF,GBAS,001OF00000INEPhYAP,0.03125,12.5
,FASY,001OF00000Ip5kvYAB,0.09,50
0063700000H2UntAAF,FASF,001OF00000IGTLUYA5,0.09,75
,FCXL,001OF00000ImHvVYAV,0.09,150
,FASP,001OF00000IiTX3YAN,0.09,37.5
0063700000FijhhAAB,FASP,0011G00000vibZ3QAI,0.03125,25
0061G00000IWUVVQA5,GASW,001OF00000ImOlgYAF,0.03125,25
,FCXL,001OF00000IhzM4YAJ,0.015,150
,GXAS,001OF00000IkAtGYAV,0.015,50
0061G00000HVwgCQAT,FIAS,001OF00000IfKIFYA3,0.015,50
0061G00000Ovp53QAB,GNAS,001OF00000INEPhYAP,0.015,12.5
0063700000FNu9aAAD,FASR,001OF00000IdyEuYAJ,0.09,25
0063700000H2VdaAAF,GASW,001OF00000IfWg4YAF,0.03125,25
,FASV,001OF00000JN4nzYAD,0.03125,200
0061G00000Hk13tQAB,GASE,001OF00000Ioq13YAB,0.03125,100
0063700000FiW16AAF,FIAS,001OF00000INEPhYAP,0.03125,100
0063700000H2VcrAAF,GASE,001OF00000IsolUYAR,0.03125,100
0063700000FjVSJAA3,FIAS,001OF00000IiTX3YAN,0.0312,50
,FJAS,001OF00000IfpYsYAJ,0.03125,25
0061G00000IY1HVQA1,GASW,001OF00000IfKIFYA3,0.03125,25
0061G00000JjF9ZQAV,GASR,001OF00000ImHvVYAV,0.03125,25
0061G00000LSvxhQAD,FASF,001OF00000IMTqfYAH,0.03125,37.5
0061G00000LSvxhQAD,GASE,001OF00000IfpYsYAJ,0.03125,12.5
,FJAS,001OF00000IiTX3YAN,0.09,25
0061G00000IXsF0QAL,FSRX,001OF00000IkAtGYAV,0.09,25
0061G00000IXsF0QAL,GASK,001OF00000IsolUYAR,0.09,25
,FIAS,001OF00000IhzM4YAJ,0.09,50
,FSNY,001OF00000IdyEuYAJ,0.09,200
,FSUP,001OF00000Ioq13YAB,0.03125,50
,GXAS,001OF00000JQeDQYA1,0.0312,125
0061G00000HYvl3QAD,GASR,001OF00000IMTqfYAH,0.03125,50
0061G00000J4yAUQAZ,GASK,001OF00000ImHvVYAV,0.03125,25
0063700000DxJOoAAN,FASF,001OF00000JQeDQYA1,0.03125,100
006OF00000FPCtPYAX,FSFP,001OF00000JN4nzYAD,0.03125,25
0063700000DyDDcAAN,FASR,001OF00000IiTX3YAN,0.03125,25
0063700000EqArYAAV,FASW,001OF00000IiTX3YAN,0.09,25
0061G00000Oj6KxQAJ,FSFP,001OF00000IhzM4YAJ,0.09,50
006OF00000JkgZGYAZ,FSRY,001OF00000IkA5HYAV,0.09,50
0063700000EI3fKAAT,FASP,001OF00000IkAtGYAV,0.09,25
0063700000FYDLuAAP,FASR,001OF00000IMTqfYAH,0.09,25
0063700000H2VgyAAF,GASW,001OF00000IdyEuYAJ,0.03125,25
0063700000EIY4BAAX,FASY,001OF00000IfKIFYA3,0.09,25
0061G00000QlXOBQA3,FSQX,001OF00000IfpYsYAJ,0.09,75
,FSFO,001OF00000ImOlgYAF,0.09,25
0061G00000LSEb8QAH,FASW,001OF00000IsolUYAR,0.09,25
0061G00000NcwUBQAZ,FASW,001OF00000IfKIFYA3,0.03125,25
0061G00000NujKOQAZ,FSFO,001OF00000IiTX3YAN,0.0312,50
,FASY,001OF00000IsolUYAR,0.03125,62.5
,FNAS,001OF00000Ip5kvYAB,0.03125,62.5
,GFSD,001OF00000IdyEuYAJ,0.03125,62.5
0063700000EMFc9AAH,GASR,001OF00000ImOlgYAF,0.03125,25
0063700000EMtemAAD,GASR,001OF00000IVUNgYAP,0.03125,75
0061G00000Nv137QAB,FIAS,001OF00000Ioq13YAB,0.09,50
0061G00000ON67EQAT,FASP,001OF00000IkA5HYAV,0.03125,50
0061G00000QHYS3QAP,FSFP,001OF00000ImOlgYAF,0.015,50
0063700000Eq0C4AAJ,FASR,001OF00000INEPhYAP,0.015,12.5
0063700000Eq0C4AAJ,FASW,001OF00000INEPhYAP,0.015,25
0061G00000NdhBNQAZ,FSFS,001OF00000IiTX3YAN,0.015,25
0063700000EpQgeAAF,GASR,001OF00000IkA5HYAV,0.09,25
0061G00000LUFTbQAP,FASR,001OF00000JQeDQYA1,0.03125,50
0061G00000OggScQAJ,FASP,001OF00000IhzM4YAJ,0.03125,25
0061G00000OggScQAJ,GASR,001OF00000IsolUYAR,0.03125,25
0063700000F5nA8AAJ,FASR,0011G00000vibZ3QAI,0.03125,25
0063700000FOFH7AAP,FASR,001OF00000IVUNgYAP,0.03125,50
0063700000H3m0nAAB,GASW,001OF00000INEPhYAP,0.0312,50
0061G00000OGZ2rQAH,FSQX,001OF00000JN4nzYAD,0.0312,25
0063700000FNI4dAAH,FASY,001OF00000Ioq13YAB,0.03125,25
0063700000H466MAAR,FASY,001OF00000IiTX3YAN,0.03125,25
0061G00000HL8DIQA1,GASE,001OF00000IiTX3YAN,0.03125,37.5
0061G00000PP9ZTQA1,GXAS,001OF00000ImOlgYAF,0.03125,12.5
0063700000FOCevAAH,FASF,001OF00000Ip5kvYAB,0.03125,100
0061G00000LURKuQAP,FASP,001OF00000INEPhYAP,0.09,25
0063700000FOS4oAAH,FASF,001OF00000ImHvVYAV,0.09,37.5
006Ho00000SqJIYIA3,FSQX,001OF00000Ioq13YAB,0.09,25
006OF00000667xpYAA,GFSD,001OF00000IsolUYAR,0.09,25
006OF0000069Vh5YAE,GFSD,001OF00000INEPhYAP,0.09,25
006OF00000EGU25YAH,GFSD,001OF00000JN4nzYAD,0.03125,25
,FNAS,001OF00000INEPhYAP,0.09,100
0061G00000Fe2xGQAR,GASW,0011G00000vibZ3QAI,0.09,100
,FASF,001OF00000IMTqfYAH,0.09,25
0063700000FkTV9AAN,FASF,001OF00000Ioq13YAB,0.09,37.5
0063700000H3V7HAAV,FASF,001OF00000IkA5HYAV,0.015,12.5
0063700000FiDG8AAN,FASR,001OF00000ImOlgYAF,0.015,50
0063700000H2ViLAAV,GASW,001OF00000Ip5kvYAB,0.015,50
0063700000FiW1GAAV,FASF,001OF00000JN4nzYAD,0.015,50
0061G00000LUs6wQAD,FASW,001OF00000Ioq13YAB,0.09,25
,FASR,001OF00000IfWg4YAF,0.03125,25
0063700000FibeIAAR,FASR,001OF00000ImHvVYAV,0.03125,25
0063700000H2gRrAAJ,GASR,001OF00000IfpYsYAJ,0.03125,25
0063700000Fj6EyAAJ,FASY,001OF00000ImOlgYAF,0.03125,25
0063700000FjJNbAAN,FASR,001OF00000IkAtGYAV,0.03125,25
0063700000H2ViGAAV,GASW,001OF00000IMTqfYAH,0.0312,25
0063700000Fjl5HAAR,GASW,001OF00000JN4nzYAD,0.03125,50
0061G00000HLMZnQAP,FASW,001OF00000IsolUYAR,0.03125,25
0061G00000Ndjh3QAB,GZAS,001OF00000IfpYsYAJ,0.03125,25
0063700000FkEi4AAF,GZAS,001OF00000IMTqfYAH,0.03125,25
006Ho00000QxDNbIAN,GZAS,001OF00000IsolUYAR,0.015,25
0063700000FkFxPAAV,GASK,001OF00000INEPhYAP,0.025,50
,FSUP,001OF00000IGTLUYA5,0.0312,50
0061G00000HY7dHQAT,FASR,001OF00000Ioq13YAB,0.015,12.5
0061G00000IaRsyQAF,FASR,001OF00000IfpYsYAJ,0.09,12.5
0061G00000Ne64uQAB,FIAS,001OF00000IGTLUYA5,0.0312,50
0063700000FkHPSAA3,FASR,001OF00000IGTLUYA5,0.03125,25
0063700000H2yLIAAZ,FASP,001OF00000JQeDQYA1,0.03125,25
0061G00000IZgpyQAD,GASL,001OF00000ImHvVYAV,0.03125,25
0061G00000JGouIQAT,FASW,001OF00000ImHvVYAV,0.03125,25
0061G00000JHIeFQAX,FASY,001OF00000ImHvVYAV,0.03125,25
0061G00000HLgMyQAL,FASY,001OF00000IMTqfYAH,0.09,25
0063700000H2UkkAAF,FASY,001OF00000INEPhYAP,0.09,25
0061G00000LRo3iQAD,GAAS,001OF00000Ip5kvYAB,0.09,25
,FASF,001OF00000IfKIFYA3,0.09,25
0063700000GG4ZMAA1,FASF,001OF00000IVUNgYAP,0.09,50
0061G00000JjqlhQAB,FASR,001OF00000IfKIFYA3,0.03125,25
0061G00000JjqlhQAB,GASR,001OF00000INEPhYAP,0.03125,25
,GXAS,001OF00000IfpYsYAJ,0.015,50
0063700000H39YTAAZ,FIAS,001OF00000ImHvVYAV,0.015,50
,FCXL,001OF00000Ip5kvYAB,0.015,50
,FLAS,001OF00000IfWg4YAF,0.03125,50
,GASL,0011G00000vibZ3QAI,0.03125,75
0061G00000JHK1MQAX,FASF,001OF00000IfpYsYAJ,0.03125,25
0063700000H49ucAAB,GASE,001OF00000ImHvVYAV,0.03125,37.5
006OF00000IMGAFYA5,GBAS,001OF00000JN4nzYAD,0.03125,12.5
006Ho00000QerMFIAZ,FSFO,001OF00000JQeDQYA1,0.03125,12.5
006Ho00000QeyT7IAJ,FSFO,001OF00000IfKIFYA3,0.015,12.5
006Ho00000Qf64YIAR,GNAS,001OF00000ImHvVYAV,0.015,25
0061G00000QedIEQAZ,FSQX,001OF00000IdyEuYAJ,0.015,25
006OF00000ENR5yYAH,FSRX,001OF00000JQeDQYA1,0.03125,25
006Ho00000QfyUWIAZ,FASW,001OF00000Ip5kvYAB,0.03125,25
006Ho00000QgPRZIA3,FSRX,001OF00000IhzM4YAJ,0.03125,25
006Ho00000QqyjOIAR,FNAS,001OF00000IMTqfYAH,0.09,25
006Ho00000QrMEuIAN,GNAS,001OF00000IdyEuYAJ,0.012,25
006OF000003Aj5SYAS,FSDN,001OF00000IhzM4YAJ,0.012,25
006OF00000DNqmRYAT,FASQ,001OF00000IfpYsYAJ,0.015,50
006Ho00000QwlQ4IAJ,FSYX,001OF00000IfWg4YAF,0.015,25
0061G00000QkZffQAF,FASQ,001OF00000IkAtGYAV,0.03125,25
006Ho00000Qv0DjIAJ,GFFS,001OF00000IdyEuYAJ,0.09,25
006OF000005gPqLYAU,GNAS,001OF00000IkAtGYAV,0.09,12.5
006Ho00000QvHYEIA3,FSEF,001OF00000IGTLUYA5,0.09,25
006Ho00000QvOHeIAN,FASP,001OF00000IGTLUYA5,0.09,25
006Ho00000QviaZIAR,GASR,001OF00000JN4nzYAD,0.03125,25
0061G00000PwOaLQAV,GXAS,001OF00000IiTX3YAN,0.03125,25
006Ho00000QvWsjIAF,FLAS,001OF00000IsolUYAR,0.015,25
006OF000007YlQIYA0,FNAS,001OF00000ImOlgYAF,0.015,25
006OF00000AjgyDYAR,FSFO,001OF00000ImHvVYAV,0.015,25
006Ho00000QvjxPIAR,FNAS,001OF00000ImHvVYAV,0.015,25
006OF00000IcA45YAF,FSFS,001OF00000IdyEuYAJ,0.09,12.5
006Ho00000Qw7KVIAZ,GFFS,001OF00000IhzM4YAJ,0.03125,37.5
006Ho00000Qw8KvIAJ,GFSX,001OF00000IfKIFYA3,0.03125,25
006Ho00000QwRp7IAF,GFFS,001OF00000IfpYsYAJ,0.03125,25
006Ho00000Qwqq5IAB,FSNP,001OF00000IdyEuYAJ,0.03125,25
0061G00000PauyQQAR,GFFS,001OF00000ImHvVYAV,0.03125,25
006Ho00000QxDokIAF,FSEF,001OF00000ImHvVYAV,0.0312,25
006Ho00000PGSr3IAH,FSEF,001OF00000IiTX3YAN,0.03125,25
006OF000008L9QJYA0,FSFO,0011G00000vibZ3QAI,0.03125,50
006Ho00000PHO2aIAH,FSYX,001OF00000JQeDQYA1,0.03125,75
006Ho00000PHcIfIAL,FSEF,001OF00000JQeDQYA1,0.03125,100
006OF000004e0FFYAY,GFSX,001OF00000IfpYsYAJ,0.03125,25
006Ho00000PHmiWIAT,FSQX,001OF00000IMTqfYAH,0.09,25
006OF00000IAAAFYA5,FSRX,001OF00000IfpYsYAJ,0.09,25
006Ho00000PHlp9IAD,FSEF,001OF00000Ip5kvYAB,0.09,25
006Ho00000SGmgYIAT,FSQX,001OF00000INEPhYAP,0.09,25
006OF000009dokYYAQ,GFSD,001OF00000IGTLUYA5,0.09,25
006Ho00000QxnFSIAZ,FASQ,001OF00000IVUNgYAP,0.03125,50
006Ho00000QxureIAB,FASW,001OF00000ImOlgYAF,0.0312,25
006Ho00000QyVLcIAN,FASP,001OF00000ImOlgYAF,0.03125,25
006Ho00000Qyd3OIAR,FASR,001OF00000Ioq13YAB,0.03125,25
006Ho00000Qyd3OIAR,GASR,001OF00000ImOlgYAF,0.03125,25
006Ho00000Qyfa8IAB,FASP,001OF00000JN4nzYAD,0.03125,25
006Ho00000QykcoIAB,FSEF,001OF00000IhzM4YAJ,0.03125,25
